Season,Team,Round.Number,Season.Points,Score.For,Score.Against,Percentage,Ladder.Position
2009,Essendon,22,42,2080,2127,0.9779031499764927,8
2009,Hawthorn,22,36,1962,2120,0.9254716981132075,9
2009,Port Adelaide,22,36,1990,2244,0.8868092691622104,10
2009,West Coast,22,32,1893,2029,0.932971907343519,11
2009,Sydney,22,32,1888,2027,0.9314257523433646,12
2009,North Melbourne,22,30,1680,2015,0.8337468982630273,13
2009,Fremantle,22,24,1747,2259,0.7733510402833113,14
2009,Richmond,22,22,1774,2388,0.7428810720268006,15
2009,Melbourne,22,16,1706,2285,0.7466083150984683,16
2010,Hawthorn,1,4,117,61,1.9180327868852458,1
2010,Fremantle,1,4,118,62,1.903225806451613,2
2010,Carlton,1,4,120,64,1.875,3
2010,Brisbane Lions,1,4,114,82,1.3902439024390243,4
2010,Collingwood,1,4,129,93,1.3870967741935485,5
2010,Geelong,1,4,125,94,1.3297872340425532,6
2010,Port Adelaide,1,4,96,82,1.170731707317073,7
2010,St Kilda,1,4,96,88,1.0909090909090908,8
2010,Sydney,1,0,88,96,0.9166666666666666,9
2010,North Melbourne,1,0,82,96,0.8541666666666666,10
2010,Essendon,1,0,94,125,0.752,11
2010,Footscray,1,0,93,129,0.7209302325581395,12
2010,West Coast,1,0,82,114,0.7192982456140351,13
2010,Richmond,1,0,64,120,0.5333333333333333,14
2010,Adelaide,1,0,62,118,0.5254237288135594,15
2010,Melbourne,1,0,61,117,0.5213675213675214,16
2010,St Kilda,2,8,239,127,1.8818897637795275,1
2010,Fremantle,2,8,231,131,1.7633587786259541,2
2010,Brisbane Lions,2,8,221,170,1.3,3
2010,Geelong,2,8,225,185,1.2162162162162162,4
2010,Collingwood,2,8,215,178,1.2078651685393258,5
2010,Port Adelaide,2,8,185,168,1.1011904761904763,6
2010,Hawthorn,2,4,208,161,1.2919254658385093,7
2010,Carlton,2,4,208,171,1.2163742690058479,8
2010,Sydney,2,4,206,171,1.2046783625730995,9
2010,Footscray,2,4,213,177,1.2033898305084745,10
2010,West Coast,2,0,168,203,0.8275862068965517,11
2010,Melbourne,2,0,146,203,0.7192118226600985,12
2010,Essendon,2,0,163,238,0.6848739495798319,13
2010,Adelaide,2,0,137,236,0.5805084745762712,14
2010,North Melbourne,2,0,121,239,0.5062761506276151,15
2010,Richmond,2,0,112,240,0.4666666666666667,16
2010,St Kilda,3,12,308,168,1.8333333333333333,1
2010,Fremantle,3,12,356,249,1.429718875502008,2
2010,Brisbane Lions,3,12,329,251,1.3107569721115537,3
2010,Sydney,3,8,317,227,1.39647577092511,4
2010,Footscray,3,8,313,261,1.1992337164750957,5
2010,Geelong,3,8,343,310,1.1064516129032258,6
2010,Collingwood,3,8,256,247,1.0364372469635628,7
2010,Port Adelaide,3,8,266,276,0.9637681159420289,8
2010,Hawthorn,3,4,292,261,1.1187739463601531,9
2010,Carlton,3,4,283,266,1.0639097744360901,10
2010,Melbourne,3,4,203,244,0.8319672131147541,11
2010,Essendon,3,4,258,313,0.8242811501597445,12
2010,North Melbourne,3,4,237,330,0.7181818181818181,13
2010,West Coast,3,0,259,319,0.8119122257053292,14
2010,Adelaide,3,0,178,293,0.6075085324232082,15
2010,Richmond,3,0,168,351,0.47863247863247865,16
2010,St Kilda,4,16,416,261,1.5938697318007662,1
2010,Brisbane Lions,4,16,430,330,1.303030303030303,2
2010,Sydney,4,12,417,287,1.4529616724738676,3
2010,Geelong,4,12,502,374,1.3422459893048129,4
2010,Fremantle,4,12,449,357,1.257703081232493,5
2010,Collingwood,4,12,379,306,1.238562091503268,6
2010,Carlton,4,8,386,321,1.2024922118380061,7
2010,Footscray,4,8,392,362,1.0828729281767955,8
2010,Melbourne,4,8,336,322,1.0434782608695652,9
2010,Port Adelaide,4,8,330,435,0.7586206896551724,10
2010,Hawthorn,4,4,351,384,0.9140625,11
2010,West Coast,4,4,360,397,0.906801007556675,12
2010,Essendon,4,4,336,414,0.8115942028985508,13
2010,North Melbourne,4,4,297,430,0.6906976744186046,14
2010,Adelaide,4,0,233,396,0.5883838383838383,15
2010,Richmond,4,0,246,484,0.5082644628099173,16
2010,Sydney,5,16,532,350,1.52,1
2010,St Kilda,5,16,460,315,1.4603174603174602,2
2010,Collingwood,5,16,499,361,1.3822714681440442,3
2010,Fremantle,5,16,561,430,1.3046511627906976,4
2010,Brisbane Lions,5,16,483,433,1.115473441108545,5
2010,Carlton,5,12,490,389,1.2596401028277635,6
2010,Geelong,5,12,570,478,1.1924686192468619,7
2010,Footscray,5,12,513,434,1.1820276497695852,8
2010,Melbourne,5,12,439,375,1.1706666666666667,9
2010,Port Adelaide,5,12,384,479,0.8016701461377871,10
2010,North Melbourne,5,8,379,500,0.758,11
2010,Hawthorn,5,4,421,466,0.9034334763948498,12
2010,West Coast,5,4,423,512,0.826171875,13
2010,Essendon,5,4,391,534,0.7322097378277154,14
2010,Adelaide,5,0,305,517,0.5899419729206963,15
2010,Richmond,5,0,319,596,0.535234899328859,16
2010,Sydney,6,20,639,437,1.4622425629290619,1
2010,Collingwood,6,20,654,463,1.4125269978401729,2
2010,St Kilda,6,20,509,361,1.4099722991689752,3
2010,Fremantle,6,20,672,503,1.3359840954274353,4
2010,Geelong,6,16,731,531,1.3766478342749529,5
2010,Brisbane Lions,6,16,570,540,1.0555555555555556,6
2010,Port Adelaide,6,16,481,553,0.8698010849909584,7
2010,Footscray,6,12,559,483,1.1573498964803313,8
2010,Carlton,6,12,592,544,1.088235294117647,9
2010,Melbourne,6,12,517,479,1.0793319415448852,10
2010,North Melbourne,6,12,483,578,0.8356401384083045,11
2010,Essendon,6,8,497,597,0.8324958123953099,12
2010,Hawthorn,6,4,484,572,0.8461538461538461,13
2010,West Coast,6,4,496,623,0.7961476725521669,14
2010,Adelaide,6,0,379,614,0.6172638436482085,15
2010,Richmond,6,0,372,757,0.4914134742404227,16
2010,Collingwood,7,24,811,554,1.463898916967509,1
2010,Fremantle,7,24,785,603,1.3018242122719734,2
2010,Geelong,7,20,857,590,1.452542372881356,3
2010,Sydney,7,20,698,563,1.2397868561278864,4
2010,St Kilda,7,20,577,490,1.1775510204081632,5
2010,Port Adelaide,7,20,590,659,0.8952959028831563,6
2010,Carlton,7,16,721,612,1.1781045751633987,7
2010,Footscray,7,16,629,549,1.145719489981785,8
2010,Brisbane Lions,7,16,670,653,1.0260336906584993,9
2010,Melbourne,7,12,583,549,1.0619307832422586,10
2010,North Melbourne,7,12,574,735,0.780952380952381,11
2010,Essendon,7,8,603,706,0.8541076487252125,12
2010,West Coast,7,8,598,717,0.8340306834030683,13
2010,Hawthorn,7,4,578,674,0.857566765578635,14
2010,Adelaide,7,4,483,668,0.7230538922155688,15
2010,Richmond,7,0,426,861,0.49477351916376305,16
2010,Collingwood,8,28,944,651,1.4500768049155146,1
2010,Geelong,8,24,1012,664,1.5240963855421688,2
2010,Fremantle,8,24,882,736,1.1983695652173914,3
2010,Footscray,8,20,730,612,1.1928104575163399,4
2010,Carlton,8,20,839,704,1.1917613636363635,5
2010,Sydney,8,20,761,664,1.1460843373493976,6
2010,St Kilda,8,20,658,583,1.1286449399656946,7
2010,Port Adelaide,8,20,682,777,0.8777348777348777,8
2010,Brisbane Lions,8,16,744,808,0.9207920792079208,9
2010,North Melbourne,8,16,658,810,0.8123456790123457,10
2010,Melbourne,8,12,629,624,1.0080128205128205,11
2010,Essendon,8,12,696,787,0.8843710292249047,12
2010,West Coast,8,12,673,763,0.8820445609436435,13
2010,Hawthorn,8,8,667,760,0.8776315789473684,14
2010,Adelaide,8,4,558,752,0.7420212765957447,15
2010,Richmond,8,0,512,950,0.5389473684210526,16
2010,Geelong,9,28,1098,714,1.5378151260504203,1
2010,Collingwood,9,28,994,737,1.3487109905020354,2
2010,Fremantle,9,28,982,799,1.2290362953692116,3
2010,Footscray,9,24,857,669,1.28101644245142,4
2010,St Kilda,9,24,749,639,1.1721439749608764,5
2010,Carlton,9,20,899,814,1.1044226044226044,6
2010,Sydney,9,20,824,764,1.0785340314136125,7
2010,Port Adelaide,9,20,792,888,0.8918918918918919,8
2010,Melbourne,9,16,740,734,1.008174386920981,9
2010,Essendon,9,16,826,882,0.9365079365079365,10
2010,Brisbane Lions,9,16,825,901,0.9156492785793563,11
2010,North Melbourne,9,16,715,937,0.7630736392742796,12
2010,Hawthorn,9,12,777,820,0.947560975609756,13
2010,West Coast,9,12,729,854,0.8536299765807962,14
2010,Adelaide,9,8,651,833,0.7815126050420168,15
2010,Richmond,9,0,607,1080,0.562037037037037,16
2010,Geelong,10,32,1219,781,1.560819462227913,1
2010,Fremantle,10,32,1121,877,1.2782212086659066,2
2010,Collingwood,10,28,1074,825,1.3018181818181818,3
2010,St Kilda,10,28,872,715,1.2195804195804196,4
2010,Footscray,10,24,947,768,1.2330729166666667,5
2010,Carlton,10,24,1004,890,1.1280898876404495,6
2010,Sydney,10,20,901,843,1.0688018979833926,7
2010,Essendon,10,20,925,972,0.9516460905349794,8
2010,Brisbane Lions,10,20,913,981,0.9306829765545361,9
2010,Port Adelaide,10,20,822,965,0.8518134715025907,10
2010,Hawthorn,10,16,856,897,0.9542920847268673,11
2010,Melbourne,10,16,807,855,0.9438596491228071,12
2010,North Melbourne,10,16,793,1076,0.7369888475836431,13
2010,West Coast,10,12,805,959,0.8394160583941606,14
2010,Adelaide,10,8,727,956,0.7604602510460251,15
2010,Richmond,10,4,684,1110,0.6162162162162163,16
2010,Geelong,11,36,1341,879,1.5255972696245734,1
2010,Collingwood,11,32,1187,928,1.2790948275862069,2
2010,St Kilda,11,32,969,774,1.251937984496124,3
2010,Fremantle,11,32,1203,982,1.225050916496945,4
2010,Carlton,11,28,1105,950,1.1631578947368422,5
2010,Footscray,11,24,1050,881,1.191827468785471,6
2010,Sydney,11,24,990,923,1.0725893824485373,7
2010,Hawthorn,11,20,930,960,0.96875,8
2010,Essendon,11,20,1005,1061,0.9472196041470311,9
2010,Brisbane Lions,11,20,1002,1071,0.9355742296918768,10
2010,Port Adelaide,11,20,885,1039,0.8517805582290664,11
2010,North Melbourne,11,20,883,1165,0.7579399141630901,12
2010,Melbourne,11,16,867,956,0.9069037656903766,13
2010,West Coast,11,12,903,1081,0.8353376503237743,14
2010,Adelaide,11,12,832,1038,0.8015414258188824,15
2010,Richmond,11,4,743,1207,0.6155758077879039,16
2010,Geelong,12,40,1495,962,1.554054054054054,1
2010,St Kilda,12,36,1054,841,1.253269916765755,2
2010,Collingwood,12,34,1263,1004,1.2579681274900398,3
2010,Fremantle,12,32,1270,1067,1.190253045923149,4
2010,Footscray,12,28,1171,937,1.2497331910352187,5
2010,Carlton,12,28,1173,1047,1.1203438395415473,6
2010,Sydney,12,28,1083,978,1.107361963190184,7
2010,Hawthorn,12,24,1054,1037,1.0163934426229508,8
2010,North Melbourne,12,24,980,1233,0.7948094079480941,9
2010,Essendon,12,20,1088,1215,0.8954732510288066,10
2010,Brisbane Lions,12,20,1058,1192,0.8875838926174496,11
2010,Port Adelaide,12,20,940,1132,0.8303886925795053,12
2010,Melbourne,12,18,943,1032,0.9137596899224806,13
2010,West Coast,12,12,980,1207,0.8119304059652029,14
2010,Adelaide,12,12,909,1162,0.7822719449225474,15
2010,Richmond,12,8,869,1284,0.676791277258567,16
2010,Geelong,13,40,1541,1032,1.4932170542635659,1
2010,St Kilda,13,40,1124,887,1.2671927846674182,2
2010,Collingwood,13,38,1359,1075,1.264186046511628,3
2010,Fremantle,13,36,1366,1154,1.1837088388214905,4
2010,Footscray,13,32,1290,996,1.2951807228915662,5
2010,Carlton,13,28,1260,1143,1.1023622047244095,6
2010,Sydney,13,28,1154,1074,1.074487895716946,7
2010,Hawthorn,13,28,1156,1123,1.0293855743544078,8
2010,North Melbourne,13,28,1109,1326,0.8363499245852187,9
2010,Essendon,13,20,1174,1317,0.8914198936977981,10
2010,Brisbane Lions,13,20,1144,1297,0.882035466461064,11
2010,Port Adelaide,13,20,1033,1261,0.8191911181601903,12
2010,Melbourne,13,18,1016,1149,0.8842471714534378,13
2010,Adelaide,13,16,1026,1235,0.8307692307692308,14
2010,West Coast,13,12,1039,1326,0.7835595776772247,15
2010,Richmond,13,12,974,1370,0.710948905109489,16
2010,Geelong,14,44,1639,1095,1.4968036529680366,1
2010,St Kilda,14,44,1224,952,1.2857142857142858,2
2010,Collingwood,14,42,1494,1127,1.3256433007985804,3
2010,Fremantle,14,40,1481,1212,1.221947194719472,4
2010,Footscray,14,32,1366,1075,1.2706976744186047,5
2010,Carlton,14,32,1380,1208,1.1423841059602649,6
2010,Hawthorn,14,32,1235,1199,1.030025020850709,7
2010,Sydney,14,28,1239,1163,1.065348237317283,8
2010,North Melbourne,14,28,1172,1424,0.8230337078651685,9
2010,Adelaide,14,20,1150,1275,0.9019607843137255,10
2010,Brisbane Lions,14,20,1209,1417,0.8532110091743119,11
2010,Essendon,14,20,1214,1441,0.842470506592644,12
2010,Port Adelaide,14,20,1091,1376,0.7928779069767442,13
2010,Melbourne,14,18,1081,1249,0.8654923939151321,14
2010,Richmond,14,16,1063,1455,0.7305841924398625,15
2010,West Coast,14,12,1091,1461,0.7467488021902806,16
2010,Geelong,15,48,1724,1178,1.4634974533106961,1
2010,St Kilda,15,48,1303,1017,1.281219272369715,2
2010,Collingwood,15,46,1599,1206,1.3258706467661692,3
2010,Fremantle,15,40,1562,1312,1.1905487804878048,4
2010,Footscray,15,36,1492,1133,1.3168578993821711,5
2010,Sydney,15,32,1324,1218,1.0870279146141215,6
2010,Carlton,15,32,1438,1334,1.077961019490255,7
2010,Hawthorn,15,32,1318,1284,1.0264797507788161,8
2010,North Melbourne,15,28,1227,1509,0.8131212723658051,9
2010,Adelaide,15,24,1267,1370,0.9248175182481752,10
2010,Melbourne,15,22,1203,1352,0.889792899408284,11
2010,Brisbane Lions,15,20,1274,1496,0.8516042780748663,12
2010,Essendon,15,20,1317,1563,0.8426103646833013,13
2010,Port Adelaide,15,20,1170,1481,0.7900067521944631,14
2010,Richmond,15,20,1163,1536,0.7571614583333334,15
2010,West Coast,15,12,1186,1578,0.7515842839036755,16
2010,Collingwood,16,50,1699,1258,1.3505564387917328,1
2010,Geelong,16,48,1787,1252,1.4273162939297124,2
2010,St Kilda,16,48,1355,1117,1.2130707251566697,3
2010,Fremantle,16,44,1644,1383,1.1887201735357917,4
2010,Footscray,16,40,1575,1180,1.3347457627118644,5
2010,Sydney,16,36,1431,1286,1.1127527216174184,6
2010,Hawthorn,16,36,1436,1327,1.0821401657874905,7
2010,Carlton,16,32,1506,1441,1.0451075641915337,8
2010,North Melbourne,16,32,1330,1562,0.8514724711907811,9
2010,Adelaide,16,28,1341,1433,0.9357990230286113,10
2010,Melbourne,16,22,1274,1434,0.8884239888423989,11
2010,Essendon,16,20,1417,1695,0.8359882005899705,12
2010,Brisbane Lions,16,20,1317,1614,0.8159851301115242,13
2010,Port Adelaide,16,20,1217,1564,0.7781329923273658,14
2010,Richmond,16,20,1216,1639,0.7419158023184869,15
2010,West Coast,16,16,1318,1678,0.7854588796185935,16
2010,Collingwood,17,54,1826,1303,1.4013814274750576,1
2010,Geelong,17,52,1914,1316,1.4544072948328268,2
2010,St Kilda,17,50,1442,1204,1.197674418604651,3
2010,Footscray,17,44,1733,1256,1.3797770700636942,4
2010,Fremantle,17,44,1720,1541,1.1161583387410772,5
2010,Hawthorn,17,38,1523,1414,1.077086280056577,6
2010,Carlton,17,36,1615,1524,1.0597112860892388,7
2010,Sydney,17,36,1500,1428,1.050420168067227,8
2010,North Melbourne,17,32,1449,1684,0.8604513064133017,9
2010,Adelaide,17,28,1410,1521,0.9270216962524654,10
2010,Melbourne,17,26,1416,1503,0.9421157684630739,11
2010,Essendon,17,24,1539,1814,0.8484013230429989,12
2010,Port Adelaide,17,24,1305,1633,0.7991426821800367,13
2010,Brisbane Lions,17,20,1381,1741,0.7932222860425043,14
2010,Richmond,17,20,1261,1766,0.7140430351075878,15
2010,West Coast,17,16,1401,1787,0.7839955232232793,16
2010,Collingwood,18,58,1931,1360,1.4198529411764707,1
2010,Geelong,18,56,2039,1388,1.469020172910663,2
2010,St Kilda,18,50,1517,1312,1.15625,3
2010,Footscray,18,48,1876,1328,1.4126506024096386,4
2010,Fremantle,18,48,1880,1626,1.1562115621156213,5
2010,Hawthorn,18,38,1607,1506,1.0670650730411686,6
2010,Carlton,18,36,1672,1629,1.0263965623081646,7
2010,Sydney,18,36,1572,1553,1.012234385061172,8
2010,North Melbourne,18,32,1521,1827,0.8325123152709359,9
2010,Melbourne,18,30,1490,1567,0.9508615188257817,10
2010,Adelaide,18,28,1490,1621,0.919185687847008,11
2010,Essendon,18,28,1647,1889,0.8718898888300688,12
2010,Port Adelaide,18,28,1397,1717,0.8136284216656959,13
2010,Richmond,18,24,1361,1846,0.7372697724810401,14
2010,Brisbane Lions,18,20,1445,1815,0.7961432506887053,15
2010,West Coast,18,16,1486,1947,0.7632254750898819,16
2010,Collingwood,19,62,2038,1445,1.4103806228373703,1
2010,Geelong,19,56,2124,1495,1.4207357859531773,2
2010,St Kilda,19,54,1668,1369,1.218407596785975,3
2010,Footscray,19,52,1937,1381,1.4026068066618393,4
2010,Fremantle,19,48,1949,1749,1.1143510577472842,5
2010,Carlton,19,40,1821,1702,1.0699177438307874,6
2010,Sydney,19,40,1701,1638,1.0384615384615385,7
2010,Hawthorn,19,38,1692,1635,1.034862385321101,8
2010,North Melbourne,19,36,1644,1896,0.8670886075949367,9
2010,Melbourne,19,34,1599,1647,0.970856102003643,10
2010,Adelaide,19,28,1543,1682,0.917360285374554,11
2010,Essendon,19,28,1720,2038,0.8439646712463199,12
2010,Port Adelaide,19,28,1454,1868,0.778372591006424,13
2010,Brisbane Lions,19,24,1515,1880,0.8058510638297872,14
2010,Richmond,19,24,1441,1955,0.7370843989769821,15
2010,West Coast,19,16,1551,2017,0.7689638076351016,16
2010,Collingwood,20,66,2200,1509,1.4579191517561298,1
2010,Geelong,20,60,2285,1555,1.4694533762057878,2
2010,St Kilda,20,58,1783,1432,1.2451117318435754,3
2010,Footscray,20,52,1997,1542,1.2950713359273671,4
2010,Fremantle,20,48,2036,1845,1.1035230352303522,5
2010,Carlton,20,44,1977,1769,1.1175805539853025,6
2010,Sydney,20,44,1797,1725,1.0417391304347825,7
2010,Hawthorn,20,42,1791,1713,1.0455341506129596,8
2010,North Melbourne,20,36,1707,2011,0.8488314271506713,9
2010,Melbourne,20,34,1677,1746,0.9604810996563574,10
2010,Adelaide,20,32,1647,1779,0.9258010118043845,11
2010,Port Adelaide,20,32,1515,1928,0.7857883817427386,12
2010,Essendon,20,28,1784,2200,0.8109090909090909,13
2010,Brisbane Lions,20,24,1612,1984,0.8125,14
2010,Richmond,20,24,1508,2111,0.7143533870203695,15
2010,West Coast,20,16,1611,2078,0.7752646775745909,16
2010,Collingwood,21,70,2254,1560,1.4448717948717948,1
2010,Geelong,21,64,2406,1634,1.4724602203182375,2
2010,St Kilda,21,62,1898,1526,1.2437745740498034,3
2010,Footscray,21,52,2067,1656,1.2481884057971016,4
2010,Sydney,21,48,1911,1795,1.064623955431755,5
2010,Fremantle,21,48,2075,2000,1.0375,6
2010,Hawthorn,21,46,1946,1752,1.110730593607306,7
2010,Carlton,21,44,2056,1890,1.0878306878306878,8
2010,North Melbourne,21,40,1817,2105,0.8631828978622328,9
2010,Port Adelaide,21,36,1627,2011,0.809050223769269,10
2010,Melbourne,21,34,1760,1858,0.9472551130247578,11
2010,Adelaide,21,32,1698,1833,0.9263502454991817,12
2010,Brisbane Lions,21,28,1707,2052,0.8318713450292398,13
2010,Essendon,21,28,1852,2295,0.8069716775599128,14
2010,Richmond,21,24,1602,2226,0.7196765498652291,15
2010,West Coast,21,16,1705,2188,0.7792504570383912,16
2010,Collingwood,22,70,2349,1658,1.416767189384801,1
2010,Geelong,22,68,2518,1702,1.4794359576968272,2
2010,St Kilda,22,62,1935,1591,1.2162162162162162,3
2010,Footscray,22,56,2174,1734,1.2537485582468282,4
2010,Sydney,22,52,2017,1863,1.082662372517445,5
2010,Fremantle,22,52,2168,2087,1.0388116914230954,6
2010,Hawthorn,22,50,2044,1847,1.106659447753113,7
2010,Carlton,22,44,2143,1983,1.080685829551185,8
2010,North Melbourne,22,44,1930,2208,0.8740942028985508,9
2010,Port Adelaide,22,40,1749,2123,0.8238341968911918,10
2010,Adelaide,22,36,1763,1870,0.9427807486631016,11
2010,Melbourne,22,34,1863,1971,0.9452054794520548,12
2010,Brisbane Lions,22,28,1775,2158,0.8225208526413346,13
2010,Essendon,22,28,1930,2402,0.8034970857618651,14
2010,Richmond,22,24,1714,2348,0.7299829642248722,15
2010,West Coast,22,16,1773,2300,0.7708695652173913,16
2011,Essendon,1,4,113,58,1.9482758620689655,1
2011,Collingwood,1,4,155,80,1.9375,2
2011,Carlton,1,4,104,84,1.2380952380952381,3
2011,Adelaide,1,4,105,85,1.2352941176470589,4
2011,West Coast,1,4,92,88,1.0454545454545454,5
2011,Fremantle,1,4,94,92,1.0217391304347827,6
2011,Geelong,1,4,48,47,1.0212765957446808,7
2011,Melbourne,1,2,84,84,1,8
2011,Sydney,1,2,84,84,1,9
2011,St Kilda,1,0,47,48,0.9791666666666666,10
2011,Brisbane Lions,1,0,92,94,0.9787234042553191,11
2011,North Melbourne,1,0,88,92,0.9565217391304348,12
2011,Hawthorn,1,0,85,105,0.8095238095238095,13
2011,Richmond,1,0,84,104,0.8076923076923077,14
2011,Port Adelaide,1,0,80,155,0.5161290322580645,15
2011,Footscray,1,0,58,113,0.5132743362831859,16
2011,Gold Coast,1,0,0,0,0,17
2011,Collingwood,2,8,298,136,2.1911764705882355,1
2011,Carlton,2,8,275,136,2.0220588235294117,2
2011,West Coast,2,8,208,186,1.118279569892473,3
2011,Geelong,2,8,137,125,1.096,4
2011,Sydney,2,6,182,177,1.0282485875706215,5
2011,Essendon,2,4,206,156,1.3205128205128205,6
2011,Adelaide,2,4,105,85,1.2352941176470589,7
2011,Footscray,2,4,181,158,1.1455696202531647,8
2011,Hawthorn,2,4,207,182,1.1373626373626373,9
2011,Fremantle,2,4,172,181,0.9502762430939227,10
2011,St Kilda,2,2,142,143,0.993006993006993,11
2011,Richmond,2,2,179,199,0.8994974874371859,12
2011,Melbourne,2,2,161,206,0.7815533980582524,13
2011,Port Adelaide,2,0,178,271,0.6568265682656826,14
2011,Brisbane Lions,2,0,137,217,0.631336405529954,15
2011,North Melbourne,2,0,144,235,0.6127659574468085,16
2011,Gold Coast,2,0,52,171,0.30409356725146197,17
2011,Collingwood,3,12,400,210,1.9047619047619047,1
2011,Geelong,3,12,259,168,1.5416666666666667,2
2011,Sydney,3,10,283,265,1.0679245283018868,3
2011,Carlton,3,8,349,238,1.4663865546218486,4
2011,Footscray,3,8,303,209,1.4497607655502391,5
2011,Essendon,3,8,342,240,1.425,6
2011,Hawthorn,3,8,322,234,1.376068376068376,7
2011,Fremantle,3,8,251,235,1.0680851063829788,8
2011,West Coast,3,8,296,287,1.0313588850174216,9
2011,Melbourne,3,6,243,277,0.8772563176895307,10
2011,Adelaide,3,4,159,164,0.9695121951219512,11
2011,St Kilda,3,2,226,279,0.8100358422939068,12
2011,Richmond,3,2,231,314,0.7356687898089171,13
2011,Brisbane Lions,3,0,208,299,0.6956521739130435,14
2011,North Melbourne,3,0,144,235,0.6127659574468085,15
2011,Port Adelaide,3,0,221,393,0.5623409669211196,16
2011,Gold Coast,3,0,103,293,0.3515358361774744,17
2011,Collingwood,4,16,561,300,1.87,1
2011,Geelong,4,16,340,222,1.5315315315315314,2
2011,Hawthorn,4,12,394,299,1.3177257525083612,3
2011,Fremantle,4,12,378,333,1.135135135135135,4
2011,Carlton,4,10,428,317,1.3501577287066246,5
2011,Essendon,4,10,421,319,1.3197492163009403,6
2011,Melbourne,4,10,402,346,1.1618497109826589,7
2011,Sydney,4,10,337,346,0.9739884393063584,8
2011,Footscray,4,8,303,209,1.4497607655502391,9
2011,West Coast,4,8,361,359,1.0055710306406684,10
2011,Adelaide,4,4,225,262,0.8587786259541985,11
2011,Port Adelaide,4,4,319,459,0.6949891067538126,12
2011,St Kilda,4,2,226,279,0.8100358422939068,13
2011,Richmond,4,2,321,475,0.6757894736842105,14
2011,Brisbane Lions,4,0,208,299,0.6956521739130435,15
2011,North Melbourne,4,0,242,362,0.6685082872928176,16
2011,Gold Coast,4,0,172,452,0.3805309734513274,17
2011,Collingwood,5,20,668,377,1.7718832891246685,1
2011,Geelong,5,20,457,320,1.428125,2
2011,Fremantle,5,16,463,411,1.1265206812652069,3
2011,Carlton,5,14,513,396,1.2954545454545454,4
2011,Hawthorn,5,12,492,416,1.1826923076923077,5
2011,Essendon,5,10,498,426,1.1690140845070423,6
2011,Melbourne,5,10,402,346,1.1618497109826589,7
2011,Sydney,5,10,337,346,0.9739884393063584,8
2011,Footscray,5,8,381,294,1.2959183673469388,9
2011,West Coast,5,8,361,359,1.0055710306406684,10
2011,St Kilda,5,6,315,355,0.8873239436619719,11
2011,Richmond,5,6,433,578,0.7491349480968859,12
2011,Adelaide,5,4,304,347,0.8760806916426513,13
2011,Port Adelaide,5,4,420,563,0.7460035523978685,14
2011,Gold Coast,5,4,276,553,0.49909584086799275,15
2011,Brisbane Lions,5,0,284,388,0.7319587628865979,16
2011,North Melbourne,5,0,345,474,0.7278481012658228,17
2011,Collingwood,6,24,773,434,1.7811059907834101,1
2011,Geelong,6,20,457,320,1.428125,2
2011,Carlton,6,18,600,467,1.284796573875803,3
2011,Fremantle,6,16,463,411,1.1265206812652069,4
2011,Essendon,6,14,695,484,1.4359504132231404,5
2011,Hawthorn,6,12,492,416,1.1826923076923077,6
2011,West Coast,6,12,467,411,1.1362530413625305,7
2011,Melbourne,6,10,454,452,1.0044247787610618,8
2011,Sydney,6,10,408,433,0.9422632794457275,9
2011,Richmond,6,10,557,676,0.8239644970414202,10
2011,Footscray,6,8,438,399,1.0977443609022557,11
2011,Adelaide,6,8,394,418,0.9425837320574163,12
2011,St Kilda,6,6,386,445,0.8674157303370786,13
2011,North Melbourne,6,4,478,547,0.8738574040219378,14
2011,Port Adelaide,6,4,493,696,0.7083333333333334,15
2011,Gold Coast,6,4,334,750,0.44533333333333336,16
2011,Brisbane Lions,6,0,382,512,0.74609375,17
2011,Collingwood,7,24,773,434,1.7811059907834101,1
2011,Geelong,7,24,584,381,1.5328083989501313,2
2011,Carlton,7,22,684,548,1.2481751824817517,3
2011,Essendon,7,18,801,574,1.3954703832752613,4
2011,Hawthorn,7,16,596,488,1.221311475409836,5
2011,Fremantle,7,16,562,559,1.0053667262969588,6
2011,Melbourne,7,14,603,505,1.194059405940594,7
2011,Sydney,7,14,481,498,0.9658634538152611,8
2011,Richmond,7,14,705,775,0.9096774193548387,9
2011,West Coast,7,12,557,517,1.0773694390715667,10
2011,Footscray,7,8,503,472,1.0656779661016949,11
2011,Adelaide,7,8,447,567,0.7883597883597884,12
2011,Gold Coast,7,8,458,866,0.5288683602771362,13
2011,St Kilda,7,6,467,529,0.8827977315689981,14
2011,North Melbourne,7,4,539,674,0.7997032640949555,15
2011,Port Adelaide,7,4,565,800,0.70625,16
2011,Brisbane Lions,7,0,498,636,0.78301886792452835,17
2011,Geelong,8,28,649,443,1.4650112866817155,1
2011,Collingwood,8,24,835,499,1.6733466933867736,2
2011,Essendon,8,22,903,640,1.4109375,3
2011,Carlton,8,22,684,548,1.2481751824817517,4
2011,Hawthorn,8,20,695,557,1.2477558348294435,5
2011,Sydney,8,18,602,557,1.0807899461400359,6
2011,West Coast,8,16,653,580,1.1258620689655172,7
2011,Fremantle,8,16,625,655,0.9541984732824428,8
2011,Melbourne,8,14,686,629,1.0906200317965025,9
2011,Richmond,8,14,823,928,0.8868534482758621,10
2011,Footscray,8,12,656,590,1.111864406779661,11
